entry_id,url,domain,verdict,confidence,status,http_status,http_error,dns_valid,final_url,content_type,content_length,title,wayback_available,wayback_url,wayback_timestamp,is_known_domain,known_domain_name,reasoning,fetch_time
T2-WD-018,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T2-WD-019,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T2-WD-020,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T2-WD-021,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T2-WD-022,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T2-WD-023,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T2-WD-024,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-001,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-003,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-004,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-005,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-006,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-007,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-009,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-011,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-012,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-014,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-015,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-016,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-017,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-018,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-019,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-020,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-021,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-022,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-023,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-024,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-025,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-027,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-028,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-029,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-030,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-031,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-032,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-033,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-034,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-035,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-036,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-037,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-038,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-039,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-040,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-041,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-042,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-043,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-045,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-047,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-051,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-053,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-055,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-056,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-057,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-058,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-059,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-065,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-066,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-067,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-069,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-101,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-102,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-103,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-104,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-105,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-106,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-109,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-110,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-123,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-124,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-125,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-126,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-127,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-129,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-130,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-131,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-132,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-133,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-134,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-135,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-136,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-138,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-140,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-141,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-143,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-144,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-146,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-150,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-151,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-152,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-156,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-158,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-159,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-160,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-161,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-164,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-165,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-166,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-167,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-168,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-169,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-170,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-172,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-174,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-175,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-177,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-178,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-179,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-180,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-182,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-183,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-184,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-185,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-186,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-187,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-189,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-190,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-192,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-193,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-194,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-195,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-196,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-197,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-199,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-201,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-202,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-203,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P001,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P002,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P008,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P012,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P020,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P023,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P028,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P029,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P032,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P036,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P041,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P045,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P046,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P049,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P051,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P052,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-P053,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-204,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-205,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-206,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T3-210,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-010,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-012,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-013,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-014,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-016,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-017,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-019,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-021,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-022,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-023,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-024,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-026,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-027,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-028,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-029,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-030,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-033,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-035,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-036,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-039,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-040,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-042,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-044,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-045,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-047,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-048,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-051,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-057,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-058,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-064,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-070,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-072,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-074,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-077,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-078,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-079,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T4-080,,,missing,100,no_url,,,,,,0,,,,,False,,No URL in entry,
T2-LL-007,https://blockclubchicago.org/2025/10/24/border-patrol-boss-bovino-tear-gasses-chicago-crowd-violating-judges-order-lawyers-say/,blockclubchicago.org,valid,95,success,200,,True,https://blockclubchicago.org/2025/10/24/border-patrol-boss-bovino-tear-gasses-chicago-crowd-violating-judges-order-lawyers-say/,text/html; charset=UTF-8,383248,"Border Patrol Boss Bovino Tear-Gasses Chicago Crowd, Violating Judge’s Order, Lawyers Say",,,,False,,"DNS OK: blockclubchicago.org; HTTP 200, 383248 bytes",2026-01-27T16:27:55.484446
T2-LL-005,https://pressfreedomtracker.us/all-incidents/journalist-shot-in-head-face-with-pepper-balls-at-illinois-immigration-facility/,pressfreedomtracker.us,valid,95,success,200,,True,https://pressfreedomtracker.us/all-incidents/journalist-shot-in-head-face-with-pepper-balls-at-illinois-immigration-facility/,text/html; charset=utf-8,35658,"Journalist shot in head, face with pepper balls at Illinois immigration facility
				
				
					
						- U.S. Press Freedom Tracker",,,,False,,"DNS OK: pressfreedomtracker.us; HTTP 200, 35658 bytes",2026-01-27T16:27:55.484446
T1-D-059,https://elpasomatters.org/2025/12/09/ice-detainee-death-immigrant-camp-east-montana-fort-bliss-el-paso-texas/,elpasomatters.org,valid,95,success,200,,True,https://elpasomatters.org/2025/12/09/ice-detainee-death-immigrant-camp-east-montana-fort-bliss-el-paso-texas/,text/html; charset=UTF-8,326771,Guatemalan under ICE custody in El Paso at Camp East Montana dies - El Paso Matters,,,,False,,"DNS OK: elpasomatters.org; HTTP 200, 326771 bytes",2026-01-27T16:27:55.920776
T1-D-004,https://www.ice.gov/news/releases/dominican-national-passes-away-centro-medico-hospital-san-juan-after-narcoticshuman,ice.gov,valid,99,success,200,,True,https://www.ice.gov/news/releases/dominican-national-passes-away-centro-medico-hospital-san-juan-after-narcoticshuman,text/html; charset=UTF-8,109991,Dominican national passes away at Centro Medico Hospital in San Juan after narcotics/human smuggling interdiction | ICE,,,,True,US Immigration and Customs Enforcement (official),"Known source: US Immigration and Customs Enforcement (official); DNS OK: ice.gov; HTTP 200, 109991 bytes",2026-01-27T16:27:55.920776
T2-SA-005,https://www.cbp.gov/newsroom/speeches-and-statements/initial-statement-agent-involved-shooting-laredo,cbp.gov,valid,99,success,200,,True,https://www.cbp.gov/newsroom/speeches-and-statements/initial-statement-agent-involved-shooting-laredo,text/html; charset=UTF-8,103847,Initial Statement on an Agent-Involved Shooting in Laredo | U.S. Customs and Border Protection,,,,True,US Customs and Border Protection (official),"Known source: US Customs and Border Protection (official); DNS OK: cbp.gov; HTTP 200, 103847 bytes",2026-01-27T16:27:55.923214
T2-SA-003,https://www.aljazeera.com/news/2025/9/25/are-attacks-on-ice-officers-facilities-in-the-us-rising,aljazeera.com,valid,95,success,200,,True,https://www.aljazeera.com/news/2025/9/25/are-attacks-on-ice-officers-facilities-in-the-us-rising,text/html; charset=utf-8,231168,"Are attacks on ICE officers, facilities in the US rising? | Civil Rights News | Al Jazeera",,,,False,,"DNS OK: aljazeera.com; HTTP 200, 231168 bytes",2026-01-27T16:27:55.924374
T2-S-014,https://abc7.com/post/keith-porter-death-vigil-justice-northridge-man-shot-off-duty-ice-agent/18382815/,abc7.com,valid,95,success,200,,True,https://abc7.com/post/keith-porter-death-vigil-justice-northridge-man-shot-off-duty-ice-agent/18382815/,text/html; charset=utf-8,441317,Keith Porter death: Loved ones gather at vigil for man killed by off-duty ICE agent in Northridge - ABC7 Los Angeles,,,,False,,"DNS OK: abc7.com; HTTP 200, 441317 bytes",2026-01-27T16:27:55.924883
T2-SA-006,https://www.cnn.com/2025/08/18/us/federal-agents-open-fire-san-bernardino-enforcement-hnk,cnn.com,likely_valid,70,fetch_failed,,"Cannot connect to host www.cnn.com:443 ssl:True [SSLCertVerificationError: (1, '[SSL: CERTIFICATE_VE",True,https://www.cnn.com/2025/08/18/us/federal-agents-open-fire-san-bernardino-enforcement-hnk,,0,,,,,True,CNN,Known source: CNN; DNS OK: cnn.com; Connection error: Cannot connect to host www.cnn.com:443 ssl:True [S; Wayback error: ,2026-01-27T16:27:58.088880
T2-S-013,https://abcnews.go.com/US/lawyers-us-citizen-shot-ice-agent-shooting-defense/story?id=127180596,abcnews.go.com,valid,99,success,200,,True,https://abcnews.go.com/US/lawyers-us-citizen-shot-ice-agent-shooting-defense/story?id=127180596,text/html; charset=utf-8,177539,Lawyers for US citizen shot by ICE agent say shooting was not self-defense - ABC News,,,,True,ABC News,"Known source: ABC News; DNS OK: abcnews.go.com; HTTP 200, 177539 bytes",2026-01-27T16:27:58.136476
T2-SA-002,https://www.npr.org/2025/09/24/nx-s1-5552151/ice-dallas-detention-facility-shooting,npr.org,valid,99,success,200,,True,https://www.npr.org/2025/09/24/nx-s1-5552151/ice-dallas-detention-facility-shooting,text/html; charset=UTF-8,93869,Dallas ICE detention facility: shooting kills 1 detainee : NPR,,,,True,National Public Radio,"Known source: National Public Radio; DNS OK: npr.org; HTTP 200, 93869 bytes",2026-01-27T16:27:59.451827
T2-SA-009,https://en.wikipedia.org/wiki/Killing_of_Alex_Pretti,en.wikipedia.org,likely_valid,80,blocked,403,403 Forbidden,True,https://en.wikipedia.org/wiki/Killing_of_Alex_Pretti,text/plain,151,,,,,True,Wikipedia,Known source: Wikipedia; DNS OK: en.wikipedia.org; HTTP 403 - may block scrapers; Wayback error: ,2026-01-27T16:28:00.241717
T3-P038,https://www.chicagotribune.com/2025/09/19/tear-gas-protesters-broadview-ice/,chicagotribune.com,valid,95,success,200,,True,https://www.chicagotribune.com/2025/09/19/tear-gas-protesters-broadview-ice/,text/html; charset=UTF-8,251766,Tear gas used against protesters at Broadview ICE facility,,,,False,,"DNS OK: chicagotribune.com; HTTP 200, 251766 bytes",2026-01-27T16:28:00.243338
T2-S-001,https://www.nbcnews.com/news/us-news/ice-shootings-list-border-patrol-trump-immigration-operations-rcna254202,nbcnews.com,valid,99,success,200,,True,https://www.nbcnews.com/news/us-news/ice-shootings-list-border-patrol-trump-immigration-operations-rcna254202,text/html; charset=utf-8,656914,List: ICE and Border Patrol shootings as Trump doubles down on immigration enforcement,,,,True,NBC News,"Known source: NBC News; DNS OK: nbcnews.com; HTTP 200, 656914 bytes",2026-01-27T16:28:02.615767
T2-S-012,https://www.nbcnews.com/news/us-news/alex-pretti-fatally-shot-federal-officers-minneapolis-identified-paren-rcna255758,nbcnews.com,valid,99,success,200,,True,https://www.nbcnews.com/news/us-news/alex-pretti-fatally-shot-federal-officers-minneapolis-identified-paren-rcna255758,text/html; charset=utf-8,451630,"What we know about Alex Pretti, the ICU nurse killed in Minneapolis by federal officials",,,,True,NBC News,"Known source: NBC News; DNS OK: nbcnews.com; HTTP 200, 451630 bytes",2026-01-27T16:28:03.857871
T3-215,https://missionlocal.org/2025/08/ice-agents-pepper-spray-protesters-arrest-one-in-downtown-s-f/,missionlocal.org,valid,95,success,200,,True,https://missionlocal.org/2025/08/ice-agents-pepper-spray-protesters-arrest-one-in-downtown-s-f/,text/html; charset=UTF-8,334182,ICE pepper sprays protesters and press at S.F. immigration court,,,,False,,"DNS OK: missionlocal.org; HTTP 200, 334182 bytes",2026-01-27T16:28:04.691794
T4-037,https://www.salemreporter.com/2025/08/11/immigration-arrest-of-farmworkers-sends-chilling-effect-through-marion-county/,salemreporter.com,valid,95,success,200,,True,https://www.salemreporter.com/2025/08/11/immigration-arrest-of-farmworkers-sends-chilling-effect-through-marion-county/,text/html; charset=UTF-8,176287,Immigration arrest of farmworkers sends 'chilling effect' through Marion County - Salem Reporter,,,,False,,"DNS OK: salemreporter.com; HTTP 200, 176287 bytes",2026-01-27T16:28:04.969750
T1-D-054,https://www.wusf.org/politics-issues/2025-10-20/jordanian-man-dies-in-ice-custody-in-miami-marking-the-17th-death-this-year,wusf.org,valid,95,success,200,,True,https://www.wusf.org/politics-issues/2025-10-20/jordanian-man-dies-in-ice-custody-in-miami-marking-the-17th-death-this-year,text/html;charset=UTF-8,204234,"Immigrant dies in ICE custody in Miami, the 17th death this year | WUSF",,,,False,,"DNS OK: wusf.org; HTTP 200, 204234 bytes",2026-01-27T16:28:05.474658
T4-082,https://www.wfae.org/race-equity/2025-06-27/ice-30-detained-as-agents-raid-kings-mountain-factory,wfae.org,valid,95,success,200,,True,https://www.wfae.org/race-equity/2025-06-27/ice-30-detained-as-agents-raid-kings-mountain-factory,text/html;charset=UTF-8,228935,ICE: 30 detained as agents raid Kings Mountain factory | WFAE 90.7 - Charlotte's NPR News Source,,,,False,,"DNS OK: wfae.org; HTTP 200, 228935 bytes",2026-01-27T16:28:05.474658
T2-SA-001,https://www.kut.org/crime-justice/2025-07-08/11-arrested-in-wake-of-officer-shooting-outside-texas-ice-facility,kut.org,valid,95,success,200,,True,https://www.kut.org/crime-justice/2025-07-08/11-arrested-in-wake-of-officer-shooting-outside-texas-ice-facility,text/html;charset=UTF-8,197092,"11 arrested in wake of officer shooting outside Texas ICE facility | KUT Radio, Austin's NPR Station",,,,False,,"DNS OK: kut.org; HTTP 200, 197092 bytes",2026-01-27T16:28:05.475662
T3-218,https://immpolicytracking.org/policies/reported-ice-has-resumed-worksite-raids/,immpolicytracking.org,valid,95,success,200,,True,https://immpolicytracking.org/policies/reported-ice-has-resumed-worksite-raids/,text/html; charset=utf-8,105447,ICE resumes worksite raids | Immigration Policy Tracking Project,,,,False,,"DNS OK: immpolicytracking.org; HTTP 200, 105447 bytes",2026-01-27T16:28:05.572719
T3-P039,https://chicago.suntimes.com/immigration/2025/09/22/protesters-demonstrate-at-broadview-ice-facility-in-spite-of-more-pepper-balls-rubber-rounds,chicago.suntimes.com,valid,95,success,200,,True,https://chicago.suntimes.com/immigration/2025/09/22/protesters-demonstrate-at-broadview-ice-facility-in-spite-of-more-pepper-balls-rubber-rounds,text/html;charset=UTF-8,644636,"Protesters demonstrate at Broadview ICE facility in spite of more pepper balls, rubber rounds - Chicago Sun-Times",,,,False,,"DNS OK: chicago.suntimes.com; HTTP 200, 644636 bytes",2026-01-27T16:28:05.572719
